개방자치단체코드,관리번호,낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,낚시터전화번호,수면적,주요어종,최대수용인원,수상시설물유형,이용요금,주요포인트,안전시설현황,편익시설현황,주변관광지,관리기관전화번호,관리기관명,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
4470000,202344700001000066,삼성지낚시터,저수지,충청북도 음성군 삼성면 금일로 1064-6,,37.026576,127.484692,,22.4,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202644700001000051,상곡낚시터,저수지,충청북도 음성군 삼성면 점골길 51,,37.013504,127.450467,,2.5,붕어,50,고정형,"30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,,2026-05-22 22:58:25,2026-05-21 11:14:14
4470000,202644700001000052,차평낚시터,저수지,충청북도 음성군 생극면 차생로 618-20,,37.049326,127.622166,,10.7,붕어,70,"고정형, 수상형","30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,,2026-05-22 22:58:25,2026-05-21 11:14:14
4470000,202344700001000069,큰골낚시터,저수지,충청북도 음성군 감곡면 대학길190번길 59,,37.138054,127.648323,,4.7,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202644700001000053,큰골낚시터,저수지,충청북도 음성군 감곡면 대학길190번길 59,,37.138054,127.648323,,4.7,붕어,70,고정형,"30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,,2026-05-22 22:58:25,2026-05-21 11:14:14
4470000,202644700001000054,오궁낚시터,저수지,충청북도 음성군 감곡면 오궁리 124-2,,37.111463,127.672462,,2.2,붕어,70,해당없음,"25,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,,2026-05-22 22:58:25,2026-05-21 11:14:14
4470000,202644700001000115,상곡낚시터,저수지,충청북도 음성군 삼성면 점골길 51,,37.013504,127.450467,,2.5,붕어,50,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202344700001000074,용대리낚시터,저수지,충청북도 음성군 삼성면 덕호로 360,,37.044544,127.514314,,4.11,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000062,주봉낚시터,저수지,충청북도 음성군 원남면 주봉로 141,,36.866529,127.675445,,13.6,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000072,봉낚시터,저수지,충청북도 음성군 소이면 충갑길 196,,36.88901,127.74706,,4.3,붕어,60,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000055,주봉낚시터,저수지,충청북도 음성군 원남면 주봉로 141,,36.866529,127.675445,,13.6,붕어,139,"고정형, 수상형","30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202644700001000012,오궁낚시터,저수지,충청북도 음성군 감곡면 오궁리 124-2,,37.111463,127.672462,043-877-6787,2.2,붕어,70,"고정형, 수상형",10000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,,2026-05-22 22:58:25,2026-05-21 11:14:13
4470000,202644700001000013,거일낚시터,저수지,충청북도 음성군 감곡면 거일길 156,,37.108528,127.657346,043-881-9181,0.3,붕어,50,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,,2026-05-22 22:58:25,2026-05-21 11:14:13
4470000,202644700001000014,봉낚시터,저수지,충청북도 음성군 소이면 충갑길 196,,36.88901,127.74706,,3,붕어,60,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2023-04-20,,2026-05-22 22:58:25,2026-05-21 11:14:13
4470000,202344700001000084,제수리낚시터,저수지,충청북도 음성군 금왕읍 금일로284번길 100-4,,37.010817,127.554459,,1.8,붕어,60,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:27
4470000,202344700001000065,중부낚시터,저수지,충청북도 음성군 삼성면 용성로5번길 86-24,,37.001845,127.47583,,5,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000087,봉낚시터,저수지,충청북도 음성군 소이면 충갑길 196,,36.88901,127.74706,,3,붕어,60,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:27
4470000,202344700001000090,큰골낚시터,저수지,충청북도 음성군 감곡면 대학길190번길 59,,37.138054,127.648323,,4.7,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:27
4470000,202344700001000095,맹동낚시터,저수지,충청북도 음성군 맹동면 군자길 1492,,36.894167,127.571429,,98,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:27
4470000,202344700001000025,봉낚시터,저수지,충청북도 음성군 소이면 충갑길 196,,36.88901,127.74706,,4.3,붕어,60,고정형,"30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000026,거일낚시터,저수지,충청북도 음성군 감곡면 거일길 156,,37.108528,127.657346,,0.3,붕어,45,고정형,"30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000023,용대리낚시터,저수지,충청북도 음성군 삼성면 덕호로 360,,37.044544,127.514314,,4.11,붕어,84,고정형,"30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000071,거일낚시터,저수지,충청북도 음성군 감곡면 거일길 156,,37.108528,127.657346,,0.3,붕어,50,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000044,감곡낚시터,저수지,충청북도 음성군 감곡면 감노로 67-18,,37.076491,127.627197,,27.4,붕어,70,고정형,"20,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202644700001000129,맹동낚시터,저수지,충청북도 음성군 맹동면 군자길 1492,,36.894167,127.571429,,98,붕어,75,"고정형, 수상형","25,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000130,중부낚시터,저수지,충청북도 음성군 삼성면 용성로5번길 86-24,,37.001845,127.47583,,5,붕어,70,고정형,"30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202344700001000045,봉낚시터,저수지,충청북도 음성군 소이면 충갑길 196,,36.88901,127.74706,,4.3,붕어,60,고정형,"30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000024,감곡낚시터,저수지,충청북도 음성군 감곡면 감노로 67-18,,37.076491,127.627197,,27.4,붕어,70,고정형,"20,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202644700001000131,삼성지낚시터,저수지,충청북도 음성군 삼성면 금일로 1064-6,,37.026576,127.484692,,22.4,붕어,70,"고정형, 수상형","25,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202344700001000058,백야낚시터,저수지,충청북도 음성군 금왕읍 백야로 320,,39.967806,127.603211,,44.6,붕어,70,"고정형, 수상형","30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202644700001000132,상곡낚시터,저수지,충청북도 음성군 삼성면 점골길 51,,37.013504,127.450467,,2.5,붕어,50,고정형,"30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000133,차평낚시터,저수지,충청북도 음성군 생극면 차생로 618-20,,37.049326,127.622166,,10.7,붕어,70,"고정형, 수상형","30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202344700001000027,오궁낚시터,저수지,충청북도 음성군 감곡면 오궁리 124-2,,37.111463,127.672462,,2.2,붕어,70,해당없음,"25,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202644700001000020,큰손낚시카페,기타,충청북도 음성군 맹동면 원중로 1434(2층),,36.90955,127.541023,,0.07,붕어,30,해당없음,5000~7000,관리실 문의,소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,,2026-05-22 22:58:25,2026-05-21 11:14:13
4470000,202644700001000026,제수리낚시터,저수지,충청북도 음성군 금왕읍 금일로284번길 100-4,,37.010817,127.554459,,1.8,붕어,60,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,,2026-05-22 22:58:25,2026-05-21 11:14:13
4470000,202644700001000028,감곡낚시터,저수지,충청북도 음성군 감곡면 감노로 67-18,,37.076491,127.627197,,27.4,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,,2026-05-22 22:58:25,2026-05-21 11:14:13
4470000,202644700001000030,거일낚시터,저수지,충청북도 음성군 감곡면 거일길 156,,37.108528,127.657346,,0.3,붕어,50,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,,2026-05-22 22:58:25,2026-05-21 11:14:13
4470000,202344700001000040,복상골낚시터,평지,충청북도 음성군 감곡면 사곡길 279,,37.095607,127.669018,,0.3,붕어,50,고정형,"40,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202644700001000082,백야낚시터,저수지,충청북도 음성군 금왕읍 백야로 320,,39.967806,127.603211,,44.6,붕어,70,"고정형, 수상형","15,000~20000",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000084,사계지낚시터,저수지,충청북도 음성군 금왕읍 보습길 77,,37.020711,127.551423,043-878-8819,5.2,붕어,70,"고정형, 수상형",25000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202344700001000057,내곡낚시터,저수지,충청북도 음성군 금왕읍 마루택길29번길 63,,37.01744,127.53839,,10.5,붕어,90,고정형,"25,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000097,주봉낚시터,저수지,충청북도 음성군 원남면 주봉로 141,,36.866529,127.675445,,13.6,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:27
4470000,202644700001000083,내곡낚시터,저수지,충청북도 음성군 금왕읍 마루택길29번길 63,,37.01744,127.53839,,16.5,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000095,봉낚시터,저수지,충청북도 음성군 소이면 충갑길 196,,36.88901,127.74706,,3,붕어,60,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202344700001000089,오궁낚시터,저수지,충청북도 음성군 감곡면 오궁리 124-2,,37.111463,127.672462,043-877-6787,2.2,붕어,70,"고정형, 수상형",10000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:27
4470000,202344700001000085,용대리낚시터,저수지,충청북도 음성군 삼성면 덕호로 360,,37.044544,127.514314,,4.11,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:27
4470000,202344700001000038,백야낚시터,저수지,충청북도 음성군 금왕읍 백야로 320,,39.967806,127.603211,,44.6,붕어,70,"고정형, 수상형","30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000067,상곡낚시터,저수지,충청북도 음성군 삼성면 점골길 51,,37.013504,127.450467,,2.5,붕어,50,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000037,내곡낚시터,저수지,충청북도 음성군 금왕읍 마루택길29번길 63,,37.01744,127.53839,,10.5,붕어,90,고정형,"25,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000080,힐링낚시터,기타,충청북도 음성군 맹동면 대하2가길 11(지하1층),,36.908066,127.54274,,0.04,붕어,30,해당없음,5000~7000,관리실 문의,소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000031,삼성지낚시터,저수지,충청북도 음성군 삼성면 금일로 1064-6,,37.026576,127.484692,,22.4,붕어,58,"고정형, 수상형","25,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000081,큰손낚시카페,기타,충청북도 음성군 맹동면 원중로 1434(2층),,36.90955,127.541023,,0.07,붕어,30,해당없음,5000~7000,관리실 문의,소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:27
4470000,202344700001000020,복상골낚시터,평지,충청북도 음성군 감곡면 사곡길 279,,37.095607,127.669018,,0.3,붕어,50,고정형,"40,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:26
4470000,202344700001000092,상곡낚시터,저수지,충청북도 음성군 삼성면 점골길 51,,37.013504,127.450467,,2.5,붕어,50,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,I,2026-05-15 18:45:51,2023-08-07 15:32:27
4470000,202644700001000107,제수리낚시터,저수지,충청북도 음성군 금왕읍 금일로284번길 100-4,,37.010817,127.554459,,1.8,붕어,60,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000108,용대리낚시터,저수지,충청북도 음성군 삼성면 덕호로 360,,37.044544,127.514314,,4.11,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000109,감곡낚시터,저수지,충청북도 음성군 감곡면 감노로 67-18,,37.076491,127.627197,,27.4,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000110,봉낚시터,저수지,충청북도 음성군 소이면 충갑길 196,,36.88901,127.74706,,4.3,붕어,60,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000111,거일낚시터,저수지,충청북도 음성군 감곡면 거일길 156,,37.108528,127.657346,,0.3,붕어,50,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000085,주봉낚시터,저수지,충청북도 음성군 원남면 주봉로 141,,36.866529,127.675445,,13.6,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000086,마이제낚시터,저수지,충청북도 음성군 삼성면 덕정로65번길 102,,37.027938,127.494112,,12.3,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000087,맹동낚시터,저수지,충청북도 음성군 맹동면 군자길 1492,,36.894167,127.571429,,98,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000088,중부낚시터,저수지,충청북도 음성군 삼성면 용성로5번길 86-24,,37.001845,127.47583,,5,붕어,70,"고정형, 수상형",25000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000089,양덕낚시터,저수지,충청북도 음성군 삼성면 금일로 1064-6,,37.026576,127.484692,,5.2,붕어,70,"고정형, 수상형",20000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000090,상곡낚시터,저수지,충청북도 음성군 삼성면 점골길 51,,37.013504,127.450467,,2.5,붕어,50,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000091,차평낚시터,저수지,충청북도 음성군 생극면 차생로 618-20,,37.049326,127.622166,043-877-2178,10.7,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000092,큰골낚시터,저수지,충청북도 음성군 감곡면 대학길190번길 59,,37.138054,127.648323,,4.7,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000093,오궁낚시터,저수지,충청북도 음성군 감곡면 오궁리 124-2,,37.111463,127.672462,043-877-6787,2.2,붕어,70,"고정형, 수상형",10000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000066,주봉낚시터,저수지,충청북도 음성군 원남면 주봉로 141,,36.866529,127.675445,,13.6,붕어,139,"고정형, 수상형","30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2023-04-20,,2026-05-22 22:58:25,2026-05-21 11:14:14
4470000,202644700001000067,마이제낚시터,저수지,충청북도 음성군 삼성면 덕정로65번길 102,,37.027938,127.494112,,12.3,붕어,242,"고정형, 수상형","25,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,,2026-05-22 22:58:25,2026-05-21 11:14:14
4470000,202644700001000068,맹동낚시터,저수지,충청북도 음성군 맹동면 군자길 1492,,36.894167,127.571429,,98,붕어,75,"고정형, 수상형","25,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,,2026-05-22 22:58:25,2026-05-21 11:14:14
4470000,202644700001000069,중부낚시터,저수지,충청북도 음성군 삼성면 용성로5번길 86-24,,37.001845,127.47583,,5,붕어,118,고정형,"30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2023-04-20,,2026-05-22 22:58:25,2026-05-21 11:14:14
4470000,202644700001000134,큰골낚시터,저수지,충청북도 음성군 감곡면 대학길190번길 59,,37.138054,127.648323,,4.7,붕어,70,고정형,"30,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000135,오궁낚시터,저수지,충청북도 음성군 감곡면 오궁리 124-2,,37.111463,127.672462,,2.2,붕어,70,해당없음,"25,000원",관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000112,오궁낚시터,저수지,충청북도 음성군 감곡면 오궁리 124-2,,37.111463,127.672462,,2.2,붕어,70,"고정형, 수상형",25000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000113,큰골낚시터,저수지,충청북도 음성군 감곡면 대학길190번길 59,,37.138054,127.648323,,4.7,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,"철박물관, 매괴성당",,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000114,차평낚시터,저수지,충청북도 음성군 생극면 차생로 618-20,,37.049326,127.622166,,10.7,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000118,맹동낚시터,저수지,충청북도 음성군 맹동면 군자길 1492,,36.894167,127.571429,,98,붕어,70,"고정형, 수상형",25000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000119,마이제낚시터,저수지,충청북도 음성군 삼성면 덕정로65번길 102,,37.027938,127.494112,,12.3,붕어,70,"고정형, 수상형",25000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000120,주봉낚시터,저수지,충청북도 음성군 원남면 주봉로 141,,36.866529,127.675445,,13.6,붕어,70,"고정형, 수상형",30000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,반기문생가,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
4470000,202644700001000122,내곡낚시터,저수지,충청북도 음성군 금왕읍 마루택길29번길 63,,37.01744,127.53839,,10.5,붕어,70,"고정형, 수상형",25000,관리실 문의,구명부환*소화기*구급약 등,화장실*쓰레기통 등,한독의약박물관,,충청북도 음성군청,2026-05-21,,2026-05-22 22:58:25,2026-05-21 11:22:35
